distanced^outdistanced,distanced
abalone^aloni^andreoni^angelone^angeloni^antone^antoni^arnone^arrigoni^assicurazioni^aviazione^balboni^baldoni^baloney^baroni^bartone^battistoni^bellantoni^bellone^benoni^berlascone^berlusconi^bernasconi^bertone^bertoni^biagioni^bianconi^bologna^boney^boni^bony^bottone^brustoloni^buffone^buitoni^cadrone(1)^calderone^caltagirone^campione^cannone^cantone^caponi^carboni^carcione^cardone^cardoni^carlone^carloni^carusone^cascone^cassone^cassoni^castiglione^cecconi^cercone^cerone^cerrone^cervone^chiappone^ciccone^cipollone(1)^cirincione^cirrincione^coney^cotrone^cottone^criscione^croney^crony^cutrone^dantoni^desimone^disimone^domeniconi^droney^edizione^etzioni^falcone^falconi^falzone^faraone^fasone^ferrone^forgione^francesconi^franzone^franzoni^gaccione^gaglione(0)^gaglione(1)^giacone^giovannoni^govoni^gualdoni^guccione^guidone^iannaccone^iannacone^iannone^iavarone^idoney^ione^joni^joyoni^lagrone^lalone^langone^lecrone^lencioni^leoni(0)^leoni(1)^leverone^loney^lowney^macaroni^maglione^magnone^mahoney^maloney^mangione^mangone^mantione^manzione^marchione^marcone^marconi^maroney^maroni^marrone^martone^massoni^mazzone^mazzoni^melone^meloni^menconi^menzione(0)^menzione(1)^mignone^moloney^monteleone^montone^mony^moroney^moroni^morricone(1)^morrone^mulroney^nakasone^nardone^negroni^ogoni^o'mahoney^omahoney^o'mahony^omahony^oney^paccione^pallone^pannone^partecipazioni^patrone^pepperoni^peroni^perricone^perrone^petrone^petroni^phoney^phony^piccione^piccone^pieroni^pignone^pirrone^pisoni^polifroni^pony^quattrone^ragone^religione^rhoney^ricostruzione^rigatoni^rigoni^roney^roni^rowney^rowny^rugeroni^rusconi^saccone^salizzoni^salomone^santone^santoni^sanzone^sapone^sassone^scaglione^scarpone^schiavone^schiavoni^sciaroni^sciclone^scipione^shoney^shoshone^simione^simoni^sindoni^soni^sony^sordoni^spadoni^stanzione^stoney^stony^tartaglione^tassone^terrebonne(0)^timpone^toney^toni^tonie^tony^tucciarone^vallone^vecchione^viglione^zaccone^zanoni^zappone^zarcone,boney^boni^bony^coney^croney^crony^droney^joni^loney^lowney^mony^oney^phoney^phony^pony^rhoney^roney^roni^rowney^rowny^shoney^soni^sony^stoney^stony^toney^toni^tonie^tony
edra^phedra^sabedra^savedra,edra^phedra
catron^datron,catron^datron
ruthless^toothless,ruthless^toothless
cyrus^cytomegalovirus^desirous^iris(0)^retrovirus^virus,cyrus^iris(0)^virus
itel^mitel^skytel^teitell,itel^mitel^skytel^teitell
altucher^brucker^bucher^drucker^ducker^fucker^hucker^kuchar^kucher^lucker^motherfucker^plucker^pucker^rucker^schmucker^schucker^smucker^stucker^succor^sucker^trucker^tucker,brucker^bucher^drucker^ducker^fucker^hucker^kuchar^kucher^lucker^plucker^pucker^rucker^schmucker^schucker^smucker^stucker^succor^sucker^trucker^tucker
scotland^watland,scotland^watland
biggins^diggins^dwiggins^figgins^higgins^kiggins^liggins^miggins^riggins^siggins^wiggins,biggins^diggins^dwiggins^figgins^higgins^kiggins^liggins^miggins^riggins^siggins^wiggins
gosha^kenosha^moshe(1)^osha^scotia^xhosa,gosha^moshe(1)^osha^scotia^xhosa
borba^chorba^korba^norba^prosorba^yorba,borba^chorba^korba^norba^yorba
chaim^naim,chaim^naim
arthur's^arthurs,arthur's^arthurs
blauser^clouser^couser^crouser^fauser^glauser^hausser^howsare^klauser^krauser^mauser^mausser^rauser^sauser^strauser^strausser,blauser^clouser^couser^crouser^fauser^glauser^hausser^howsare^klauser^krauser^mauser^mausser^rauser^sauser^strauser^strausser
burkert^herkert,burkert^herkert
machnik^stachnik,machnik^stachnik
bobbitt's^bobbitts,bobbitt's^bobbitts
whitenack^whitenack,whitenack^whitenack
huxford^tuxford,huxford^tuxford
ailments^curtailments^derailments,ailments
chapnick^kapnick,chapnick^kapnick
gruener^kuehner,gruener^kuehner
clewis^lewis^lewis'^louis'(0)^rewis,clewis^lewis^lewis'^louis'(0)^rewis
wetstein^wetstein,wetstein^wetstein
bermudas^buddha's^cernuda's^dudas^garuda's,buddha's^dudas
kappus^lapis^pappas,kappus^lapis^pappas
furtaw^murtaugh,furtaw^murtaugh
lawhorn^lawhorne^mclawhorn(0),lawhorn^lawhorne
ruthie^toothy,ruthie^toothy
dillon's^dylan's^dylans^gillen's^macmillan's^penicillins^villains^willens,dillon's^dylan's^dylans^gillen's^villains^willens
carlito's^doritos^fritos^hirohito's(0)^hirohito's(1)^ito's(0)^ito's(1)^mosquitoes^mosquitos^nieto's(0)^quito's(0)^quito's(1)^quito's(2)^sito's^tito's^vetoes^vetos^zito's,fritos^ito's(0)^ito's(1)^nieto's(0)^quito's(0)^quito's(1)^quito's(2)^sito's^tito's^vetoes^vetos^zito's
barkdoll^barkdull,barkdoll^barkdull
biegler(1)^peagler^riegler^seigler(2)^siegler^spiegler^stiegler^zeagler^ziegler,biegler(1)^peagler^riegler^seigler(2)^siegler^spiegler^stiegler^zeagler^ziegler
albaugh^allbaugh,albaugh^allbaugh
outboard's^outboards,outboard's^outboards
aller^allor^baller^ballor^caller^collor(1)^color(1)^dollar(1)^faller^galler^haller^hauler^installer^lawler^lawlor^maller^mauler^montrealer^saller^schaller^schwaller^shawler^smaller^staller^taller^trawler^wallar^waller,aller^allor^baller^ballor^caller^collor(1)^color(1)^dollar(1)^faller^galler^haller^hauler^lawler^lawlor^maller^mauler^saller^schaller^schwaller^shawler^smaller^staller^taller^trawler^wallar^waller
edmond^edmund^redmond^redmund^tedmond^tedmund,edmond^edmund^redmond^redmund^tedmond^tedmund
lipton^shipton^skipton^tipton,lipton^shipton^skipton^tipton
memtec's^semtex,memtec's^semtex
feltman^veltman^weltman,feltman^veltman^weltman
scuttled^shuttled,scuttled^shuttled
boroff^borroff,boroff^borroff
davitt^savitt,davitt^savitt
boeing's^goings^owings^showings,boeing's^goings^owings^showings
bunning^cunning^dunning^gunning^outrunning^rerunning^running^shunning^stunning^sunning,bunning^cunning^dunning^gunning^running^shunning^stunning^sunning
launders^saunders^saunders',launders^saunders^saunders'
bullies^pulleys,bullies^pulleys
capek^chapek^knapik,capek^chapek^knapik
sehorn^shehorn,sehorn^shehorn
adding^gadding^gladding^madding^padding,adding^gadding^gladding^madding^padding
cuddling^huddling(1)^muddling(1),cuddling^huddling(1)^muddling(1)
warrior^warrior,warrior^warrior
foundling^groundling,foundling^groundling
leveler's^levelers^leveler's^levelers,leveler's^levelers^leveler's^levelers
schweigert^sweigert^tigert^weigert,schweigert^sweigert^tigert^weigert
arno^arnow^barno^garno^karnow(0)^sarno^sukarno^tarnow^warno,arno^arnow^barno^garno^karnow(0)^sarno^tarnow^warno
avner^havner^kavner(0),avner^havner^kavner(0)
edberg^hedberg^smedberg^swedberg,edberg^hedberg^smedberg^swedberg
billions^brazilians^civilians^hillians^jillions^millions^pavilions^reptilians^trillions^zillions,billions^hillians^jillions^millions^trillions^zillions
bielat^zealot^zealot,bielat^zealot^zealot
marsden^marsdon,marsden^marsdon
aguayo^ayo^bartolomeo^cacao^demayo^deyo^deyoe^galileo(1)^hideo^judeo^kao(1)^keio^lacayo^maio^mateo^matteo^mayeaux^mayo^meyo^mindanao(1)^moncayo^mondeo^montevideo(1)^paseo^pelayo^seo(1)^shigeo^takeo^teo,ayo^deyo^deyoe^kao(1)^keio^maio^mayeaux^mayo^meyo^seo(1)^teo
coretech^nortek^portec^thortec^vortec,coretech^nortek^portec^thortec^vortec
candlish^mccandlish,candlish
eishi^qureshi,eishi
covitz^crovitz^lovitz^ovitt's,covitz^crovitz^lovitz^ovitt's
governs^mcgovern's,governs
hunger^monger^ungar^unger^younger,hunger^monger^ungar^unger^younger
corken^morken,corken^morken
goatee^ot(1)^rrrot(0)^rrrot(1),goatee^ot(1)
dobry^sabry^whobrey,dobry^sabry^whobrey
khrushchev(0)^kruschev,khrushchev(0)^kruschev
chasers^erasers(0)^erasers(1)^pacers^racers^spacers^tracers,chasers^pacers^racers^spacers^tracers
annaud^kanode,annaud^kanode
holland's^hollands^tolland's,holland's^hollands^tolland's
ballmer^kalmar,ballmer^kalmar
converter^herter^huerter^mcwherter^mcwhirter,herter^huerter
wimbush^wimbush,wimbush^wimbush
arrow(0)^barrow(0)^carow^carrow^crivaro^harrow^laroe^larrow^nancarrow^narrow(1)^parrow^sharrow^zaro,arrow(0)^barrow(0)^carow^carrow^harrow^laroe^larrow^narrow(1)^parrow^sharrow^zaro
bradco^gradco^radko,bradco^gradco^radko
bostock^vladivostok^vladivostok,bostock
boesak^prozac,boesak^prozac
buggy^huggy^hughey(0)^muggy,buggy^huggy^hughey(0)^muggy
ravaged^savaged,ravaged^savaged
godine^modine,godine^modine
bombarding^discarding^disregarding^guarding^harding^regarding(0)^regarding(1)^retarding(0)^retarding(1),guarding^harding
balking^caulking^chalking^gawking^hawking^squawking^stalking^talking^walking,balking^caulking^chalking^gawking^hawking^squawking^stalking^talking^walking
victories^victories,victories^victories
stpierre^st_pierre,stpierre^st_pierre
deckard^icard^picard^pickard^ricard,deckard^icard^picard^pickard^ricard
pickled^tickled^trickled,pickled^tickled^trickled
deidre^diedre^piedra,deidre^diedre^piedra
kroeger's^kroegers^kroger's,kroeger's^kroegers^kroger's
buddies^buddy's^studies^study's,buddies^buddy's^studies^study's
mixers^sixers,mixers^sixers
geffner^haeffner^haefner^heffner^hefner^kleffner^reffner,geffner^haeffner^haefner^heffner^hefner^kleffner^reffner
balloon^galloon^saloon,balloon^galloon^saloon
landberg^sandberg^sandburg^strandberg,landberg^sandberg^sandburg^strandberg
amber^amber's^bamber^camber^cambre^clamber^gamber^kamber^schamber,amber^amber's^bamber^camber^cambre^clamber^gamber^kamber^schamber
bystrom^tristram,bystrom^tristram
crasner^glazner,crasner^glazner
yodeling^yodeling,yodeling^yodeling
hurlbut^hurlbutt,hurlbut^hurlbutt
sinkfield^winkfield,sinkfield^winkfield
marjorie(1)^marjory(1),marjorie(1)^marjory(1)
bozo^cardozo^cuozzo^delpozo^gozo^kozo^pozo^rapozo,bozo^cuozzo^gozo^kozo^pozo
finken^kinchen^lincoln^rincon,finken^kinchen^lincoln^rincon
gourment^torment(1),gourment^torment(1)
cindy^cyndi^hindi^indie^indy^lindy^mindy^rawalpindi,cindy^cyndi^hindi^indie^indy^lindy^mindy
freedman^freidman(1)^friedman^friedmann^steedman^tiedeman^tiedemann^weedman^wiedeman^wiedemann^wiedman^wiedmann,freedman^freidman(1)^friedman^friedmann^steedman^tiedeman^tiedemann^weedman^wiedeman^wiedemann^wiedman^wiedmann
abounded^astounded^bounded(1)^compounded(1)^confounded^founded(1)^grounded^hounded^impounded^pounded^rebounded^rounded(1)^sounded(1)^surrounded(1)^unbounded^unfounded,bounded(1)^founded(1)^grounded^hounded^pounded^rounded(1)^sounded(1)
errand^ferrand,errand^ferrand
fallows^gallo's^gallos^gallows^hallows^mallows,fallows^gallo's^gallos^gallows^hallows^mallows
gruffly^muffley^roughly,gruffly^muffley^roughly
whiteneir^whiteneir,whiteneir^whiteneir
borchers^new-yorkers^porkers^yorker's^yorkers,borchers^porkers^yorker's^yorkers
martel^martell,martel^martell
cindie^kindy^windy^windy,cindie^kindy^windy^windy
cabinets^cabinet's^cabinets,cabinets^cabinet's^cabinets
billet(1)^billett^gillet^millett^tillett^willet^willett,billet(1)^billett^gillet^millett^tillett^willet^willett
parsley^sparsely,parsley^sparsely
bobbett^bobbitt^cobbett,bobbett^bobbitt^cobbett
channeling(1)^empaneling(1),channeling(1)
bylund^gilland^hiland^nyland(0)^nylund(0)^piland^ryland,bylund^gilland^hiland^nyland(0)^nylund(0)^piland^ryland
townships^township's,townships^township's
abadi^abadie^addie^addy^braddy^caddy^daddy^gaddie^gaddy^graddy^maddie^maddy^paddy^parady^recadi^sadie^taddy,addie^addy^braddy^caddy^daddy^gaddie^gaddy^graddy^maddie^maddy^paddy^sadie^taddy
irell^tyrrell,irell^tyrrell
amato^ampato^annunziato^armato^asato^azzato^badolato^bagnato^barbato^battiato^brancato^brocato^brucato^buccellato^casciato^cerrato^cervesato^damato^d'amato^dato^decato^didonato^diodato^disabato^donato^formato^fortunato(0)^fortunato(1)^granato^grotto^impastato^imperato^indelicato^lato^legato^liberato^lobato^lodato^lotto(0)^lotto(1)^lovato^mandato^mankato^marzotto^mato^miyasato^moscato^moto(1)^motto^mulatto^muscato^naccarato^novato^nunziato^onorato^ostinato^otto^parlato^pettinato^pignato^pilato^pizzolato^prato^principato^renato^rosato^sabato^sainato^salvato^sato^satoh^scarpinatto^scotto(1)^serrato^spampinato^sposato^staccato^stellato^swatow^tomato(1)^tomatoe(1)^trovato^vibrato^yamato,dato^grotto^lato^lotto(0)^lotto(1)^mato^moto(1)^motto^otto^prato^sato^satoh^scotto(1)^swatow
presume^resume(0),presume^resume(0)
judgement^judgment^misjudgment^prejudgment,judgement^judgment
brethen^elizabethan^ethan^mckeithan^mckeithen,brethen^ethan
fischbein^fishbein,fischbein^fishbein
bardwell^cardwell,bardwell^cardwell
alhambra^ambra^cambra^dambra^sambre,ambra^cambra^dambra^sambre
earwood(0)^yearwood,earwood(0)^yearwood
cabriolet(1)^jolette^laviolette^nolette^rolette^rollet^rowlette^violett^violett^violett^violette,jolette^nolette^rolette^rollet^rowlette
edgemon^edgmon,edgemon^edgmon
followed^hollowed^swallowed^wallowed,followed^hollowed^swallowed^wallowed
mattea^natasha(1)^sasha^tasha,mattea^sasha^tasha
appears^disappears(0)^reappears,appears
alfaro^alvaro^amaro^arcaro^armaro^aro^asaro^azzaro^barbaro^baro^barro^bavaro^bizzaro^bordonaro^borrow^bucaro^cafaro^calderaro^campanaro^cannistraro^cannizzaro^capraro^carbonaro^caro^carro^cassaro^catanzaro^cavagnaro^cavallaro^cesaro^cestaro^chaparro^chiaro^claro^coccaro^coffaro^conigliaro^cordaro^corsaro^cuccaro^dasaro^decaro^decristofaro^degennaro^denaro^digennaro^dodaro^famularo^farro^favaro^ferarro^ferraro^finocchiaro^funaro^furfaro^fusaro^garro^gasbarro^gasparro^gennaro^guinarou^guitarro^haro^karow^kilimanjaro(0)^kilimanjaro(1)^kohtaro^lazaro^lazzaro^lesharo^litaro^lofaro^manganaro^marinaro^maro^marro^mascaro^massaro^mogavaro^molinaro^montanaro^morrow(0)^mortellaro^naro^navarro^nazzaro^notaro^pagliaro^panaro^paro^passaro^pecoraro^pharo^pignataro^pizarro^porcaro^posteraro^quartararo^ryutaro^sarro^sbarro^scalfaro^scolaro^setaro^shintaro^sodaro^sorrow^spadaro^spataro^stagnaro^storrow^tafaro^tammaro^todaro^tomaro^tomorrow(0)^tomorrow(1)^totaro^ungaro^utamaro^vaccaro^varo^varo^varvaro^yarrow^yarrow^zaccaro^zarro^zingaro^zuccaro,aro^baro^barro^borrow^caro^carro^claro^farro^garro^haro^karow^maro^marro^morrow(0)^naro^paro^pharo^sarro^sbarro^sorrow^storrow^varo^varo^yarrow^yarrow^zarro
ansa^hansa^jansa,ansa^hansa^jansa
dreyfus(1)^dreyfuss,dreyfus(1)^dreyfuss
hampshire(1)^hamsher,hampshire(1)^hamsher
righi^tuskegee(1),righi
banerjee^bergey^burgy^chatterjee^clergy^lurgi^mukherjee^virgy,bergey^burgy^clergy^lurgi^virgy
deltadromeus^domas^mccomas^promus,domas^promus
benet(0)^bennett(0)^kennett^rennet^senate(0)^sennet^sennott^swenet^tenet,benet(0)^bennett(0)^kennett^rennet^senate(0)^sennet^sennott^swenet^tenet
gisbert(0)^gisbert(1),gisbert(0)^gisbert(1)
dilday^gilday^kilday,dilday^gilday^kilday
amply^lampley^rampley^sampley^stampley,amply^lampley^rampley^sampley^stampley
fagin^kagin^nagin,fagin^kagin^nagin
benzes^benz's^lenses(1)^lenz's,benzes^benz's^lenses(1)^lenz's
bednar^bedner^redner,bednar^bedner^redner
hartwood^heartwood,hartwood^heartwood
pivots^rivets,pivots^rivets
kampman^kampmann^lampman,kampman^kampmann^lampman
marcantel^montel^pantel,montel^pantel
lighthouse^whitehouse^whitehouse,lighthouse^whitehouse^whitehouse
asko^brasco^casco^dofasco^ebasco^fiasco^glascoe^glasgow(0)^glassco^lascaux^lasko^masco^mohasco^nasco^pascoe^rascoe^tabasco^vasco^velazco,asko^brasco^casco^glascoe^glasgow(0)^glassco^lascaux^lasko^masco^nasco^pascoe^rascoe^vasco
erno^paterno^salerno^verno,erno^verno
manheim^mannheim,manheim^mannheim
airhart^earhart(1)^ehrhardt^ehrhart,airhart^earhart(1)^ehrhardt^ehrhart
carwell^farwell^harwell,carwell^farwell^harwell
photons^proton's^protons,photons^proton's^protons
empey^empie^tempe,empey^empie^tempe
abert^gabbert^gabert^grabert^tabbert^trabert,abert^gabbert^gabert^grabert^tabbert^trabert
binfield^infield^winfield,binfield^infield^winfield
golgi^polje,golgi^polje
ebbert^ebert^gebert^hebert^lebert^rebert^sebert,ebbert^ebert^gebert^hebert^lebert^rebert^sebert
amfesco^defrancesco^difrancesco^esco^francesco^fresco^genesco^gesco^gianfrancesco^gresko^invesco^lesko^maresco^mesko^moresco^tedesco^telesco^tesco^unesco^vesco^wesco,esco^fresco^gesco^gresko^lesko^mesko^tesco^vesco^wesco
adel^adele^adell^adelle^bodell^madelle^rudelle^udelle,adel^adele^adell^adelle^bodell^madelle^rudelle^udelle
ipsco^nipsco,ipsco^nipsco
brunton^bunten^bunton^dunton^hunton,brunton^bunten^bunton^dunton^hunton
concern^unconcern,concern
bogin^myojin,bogin^myojin
awry^murai,awry^murai
creches^enmeshes^koresh's,creches
othman^strothman,othman^strothman
bettis^clarinetists(2)^gettis^lettice^logothetis^metis^pettis,bettis^gettis^lettice^metis^pettis
mcan^mccahan^mccan^mccann^mchan,mcan^mccahan^mccan^mccann^mchan
canceled^cancelled,canceled^cancelled
corbo^sorbo,corbo^sorbo
thirties^thirty's(1),thirties^thirty's(1)
alafi^coffee(0)^coffey^crisafi^gadhafi(0)^gadhafi(1)^ghadafi(1)^ghadafi(2)^khadafi^rafi(1)^sofie^toffee,coffee(0)^coffey^rafi(1)^sofie^toffee
langhorn^langhorne,langhorn^langhorne
dziak^teac(1),dziak^teac(1)
golfer's^golfers,golfer's^golfers
berwick^burwick^herwick,berwick^burwick^herwick
havas^lovaas^savas,havas^lovaas^savas
audet^audette^beaudet^beaudette^claudette^gaudet^gaudette^odette,audet^audette^beaudet^beaudette^claudette^gaudet^gaudette^odette
binchy^hinchey^lusinchi^mcglinchey^minchey^vinci^vinci,binchy^hinchey^minchey^vinci^vinci
culley^cully^gulley^gully^kully^lulie^mcculley^mccully^sculley^scully^sullie^sully^tully,culley^cully^gulley^gully^kully^lulie^sculley^scully^sullie^sully^tully
colonnade^granade^grenade^lemonade^promenade^serenade,granade^grenade
deterred^undeterred,deterred
auburn^cobern,auburn^cobern
professed^self-professed,professed
boucher(0)^gousha^katyusha^lucia^musha(0)^musha(1)^st_lucia(0)^urrutia,boucher(0)^gousha^lucia^musha(0)^musha(1)
hachette^pichette^rochette,hachette^pichette^rochette
delaine^elaine(0)^elane^elayne,delaine^elaine(0)^elane^elayne
bellman^bellmon^belman^delman^ehlmann^ellman^ellmann^elman^fehlman^fellman^felman^gellman^gelman^hellman^hellmann^helman^kellman^kelman^mehlman^mellman^melman^pellman^relman^sellman^selman^selmon^shellman^shelman^spellman^spelman^stellman^wellman^zellman^zelman,bellman^bellmon^belman^delman^ehlmann^ellman^ellmann^elman^fehlman^fellman^felman^gellman^gelman^hellman^hellmann^helman^kellman^kelman^mehlman^mellman^melman^pellman^relman^sellman^selman^selmon^shellman^shelman^spellman^spelman^stellman^wellman^zellman^zelman
anchor's^anchors^banker's^bankers^bankers'^cankers^rankers^tankers,anchor's^anchors^banker's^bankers^bankers'^cankers^rankers^tankers
encata's(0)^encata's(1)^incata's^inkatha's(1)^inkatha's(2)^matas^regattas^sonatas^sowata's^suata's^zlata's^zlata's,matas^zlata's^zlata's
abdollah^adalah^alcala^alla^allah^amygdala^arreola^ayala^bala^bangala^begala^bolla^butala^cala^cecala^cholla^cicala^cipolla^corolla^domagala^feola^fiala^fudala^golla^guatemala^gwizdala^haapala^hakala^hezbollah(0)^hezbullah(0)^homola^impala^isola^kabbalah^kampala^kerala^koala^kuala^kubala(0)^kubala(1)^kujala^lala^lasala^lascala^latvala^machala^magdala^mala^mancala^marsala^matala^mccollough(0)^meola^napierala^natala^neola^nevala^niedbala^nuala^odwalla^oglala^ojala^pekala^pendyala^penkala^perala^piazzolla^rajala(0)^rajala(1)^ramala^ramallah(1)^rantala^rintala^rogala^rogalla^rolla^ruhollah^sabala^sala^santala^savala^scala^seppala^sigala^skala^switala^tafolla^toquepala^vadala^vala^vempala^wiitala^wirkkala^zabala^zappala^zavala,alla^allah^bala^bolla^cala^cholla^golla^kuala^lala^mala^rolla^sala^scala^skala^vala
lynott^minet(1)^mynatt(1),lynott^minet(1)^mynatt(1)
downtown's^downtowns,downtown's^downtowns
bowling's^rollings^stollings,bowling's^rollings^stollings
imports^imports'^imports,imports^imports'^imports
junine^runnin',junine^runnin'
meldons^weldon's,meldons^weldon's
newnam^unum^unum,newnam^unum^unum
dermot^dermott^hermit^macdermott^mcdermitt^mcdermot^mcdermott^permut,dermot^dermott^hermit^permut
belter^felter^helter^kelter^schmelter^shelter^skelter^smelter^stelter^swelter^veltre^welter,belter^felter^helter^kelter^schmelter^shelter^skelter^smelter^stelter^swelter^veltre^welter
berlanga^falanga^malanga^matranga^stanga^uranga,stanga
clinic^cynic^dominik^finnick^kinnick^linnik^minick^minnick^monoclinic^pinnick^shinnick^vinick^vinik^vinnick^winick^winik^winnick,clinic^cynic^finnick^kinnick^linnik^minick^minnick^pinnick^shinnick^vinick^vinik^vinnick^winick^winik^winnick
akebono^alfono^arcidiacono^aronow^bono^buono^chombiono^colantuono^dantuono^debono^delbuono^dibuono^iacono^kono^loiacono^londono^mono^ono^riccobono^sharbono^tesobono,bono^buono^kono^mono^ono
boppers^chopper's^choppers^copper's^coppers^droppers^hopper's^hoppers^koppers^koppers'^loppers^poppers^shopper's^shoppers^shoppers'^stoppers^toppers^whoppers^whoppers,boppers^chopper's^choppers^copper's^coppers^droppers^hopper's^hoppers^koppers^koppers'^loppers^poppers^shopper's^shoppers^shoppers'^stoppers^toppers^whoppers^whoppers
assess^reassess,assess
kamakau^loew(0)^loewe(0)^sakau,loew(0)^loewe(0)
music's^musics,music's^musics
bayul^betrayal^gemayel(0)^portrayal,bayul
abalos^apollo's^avalos^ceballos^cevallos^davalos^follows^hollow's^hollows^palos^swallows,follows^hollow's^hollows^palos^swallows
